party_group,condition,n,match_rate,more_positive_rate,less_positive_rate
democrat,control,6940,0.9057636887608069,0.05547550432276657,0.03876080691642651
democrat,training,6800,0.9022058823529412,0.05794117647058823,0.03985294117647059
democrat,training_assisted,6740,0.9025222551928783,0.05741839762611276,0.040059347181008904
republican,control,6720,0.9041666666666667,0.056398809523809525,0.03943452380952381
republican,training,6440,0.8975155279503105,0.061180124223602486,0.041304347826086954
republican,training_assisted,6520,0.8980061349693251,0.061042944785276075,0.04095092024539877
